Payments to suppliers over £500 - March 2020,,,,,,,,,
,,,,,,,,,
Body Name,Service Label,Cost Centre,Expenditure Category,Nominal,NominalDesc,Accounting Date,System Reference,Line Amount SUM,Vendor Name
Norwich City Council,HRA Capital Expenditure,983000,Kitchens,5121, Kitchens                     ,13/03/2020,7909,"20,608.37",GASWAY SERVICES LTD                     
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8376,704.83,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8377,708.15,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8378,661.46,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8379,708.15,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8374,577.55,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8375,583.62,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8369,632.7,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8370,713.34,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8372,881.93,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8373,575.15,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8367,733.94,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8368,569.43,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Housing,410010,Enforcement Fees,1103,Enforcement Fees              ,13/03/2020,7898,"1,187.37",REED EMPLOYMENT PLC                     
Norwich City Council,Customer Contact Team,550010,Subscriptions,2723,Subscriptions                 ,13/03/2020,1298,815,HOUSEMARK LTD                           
Norwich City Council,Balance Sheet,999999,Oracle Data Load Suspense Acc,9650,Oracle Data Load Suspense Acc ,13/03/2020,156,"308,750.00",NORFOLK PENSION FUND                    
Norwich City Council,Customer Contact Team,550010,Agency Staff,2050,Agency Staff                  ,13/03/2020,7895,"2,101.60",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Mail Handling Team,550040,Agency Staff,2050,Agency Staff                  ,13/03/2020,6766,"1,760.65",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,GF Capital Expenditure,981000,Exp on Grants,5500,Exp on Grants                 ,13/03/2020,8401,"7,569.53",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,GF Capital Expenditure,981000,Exp on Grants,5500,Exp on Grants                 ,13/03/2020,8401,"7,569.53",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8365,505.81,REDACTED PERSONAL DATA
Norwich City Council,City Hall,290000,Carpet Cleaning,2209,Carpet Cleaning               ,13/03/2020,8279,575,HANNANTS CLEANING LTD                   
Norwich City Council,City Hall,290000,Carpet Cleaning,2209,Carpet Cleaning               ,13/03/2020,8280,525,HANNANTS CLEANING LTD                   
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8364,583.62,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8361,505.81,REDACTED PERSONAL DATA
Norwich City Council,Mail Handling Team,550040,Postages General,2614,Postages General              ,13/03/2020,7056,"1,280.48",ROYAL MAIL GROUP PLC                    
Norwich City Council,Council Elections,520030,Postages General,2614,Postages General              ,13/03/2020,7543,"1,824.98",ROYAL MAIL GROUP PLC                    
Norwich City Council,Mail Handling Team,550040,Postages General,2614,Postages General              ,13/03/2020,7611,"3,523.03",ROYAL MAIL GROUP PLC                    
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8362,700.25,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8363,623.12,REDACTED PERSONAL DATA
Norwich City Council,Learning & Development,530050,Other Training Expenses,2020,Other Training Expenses       ,13/03/2020,7864,895,POSTURITE (UK) LTD                      
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8359,506.86,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8360,764.83,REDACTED PERSONAL DATA
Norwich City Council,General HRA Premises,740010,Standard Chg Empty Counc House,2268,Standard Chg Empty Counc House,13/03/2020,8429,"18,996.08",NORWICH CITY COUNCIL-1                  
Norwich City Council,GF Capital Expenditure,981000,New Constructn/Convrsn/Renovtn,5100,New Constructn/Convrsn/Renovtn,13/03/2020,7921,703,NORFOLK COUNTY COUNCIL                  
Norwich City Council,GF Capital Expenditure,981000,Exp Deemed Cap Sect 16(2)(b),5800,Exp Deemed Cap Sect 16(2)(b)  ,13/03/2020,7924,"39,708.00",NORFOLK COUNTY COUNCIL                  
Norwich City Council,GF Capital Expenditure,981000,New Constructn/Convrsn/Renovtn,5100,New Constructn/Convrsn/Renovtn,13/03/2020,7924,"125,292.00",NORFOLK COUNTY COUNCIL                  
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8358,695.96,REDACTED PERSONAL DATA
Norwich City Council,Tourist Information,313010,National Express Tickets,1128,National Express Tickets      ,13/03/2020,8313,"1,642.30",NATIONAL EXPRESS LTD                    
Norwich City Council,Syrian Refugee Programme,410045,General Repairs & Mtce,2103,General Repairs & Mtce        ,13/03/2020,8257,"1,086.43",GASWAY                                  
Norwich City Council,Syrian Refugee Programme,410045,General Repairs & Mtce,2103,General Repairs & Mtce        ,13/03/2020,8270,"2,377.19",GASWAY                                  
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8356,733.61,REDACTED PERSONAL DATA
Norwich City Council,Customer Contact Team,550010,Agency Staff,2050,Agency Staff                  ,13/03/2020,5715,534.54,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Development Management,620060,Professional Advice/Fees,2850,Professional Advice/Fees      ,13/03/2020,7585,"1,250.00",VALUATION OFFICE AGENCY                 
Norwich City Council,Director of Customer & Culture,310030,Projects,2832,Projects                      ,13/03/2020,8287,"2,000.00",CAMILLA DAISY CLARK SCENIC ARTIST       
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8355,700.09,REDACTED PERSONAL DATA
Norwich City Council,GF Capital Expenditure,981000,New Constructn/Convrsn/Renovtn,5100,New Constructn/Convrsn/Renovtn,13/03/2020,4582,596,K RACKHAM & SON ENGINEERING LDD         
Norwich City Council,HRA Capital Expenditure,983000,Doors,5151, Doors                        ,13/03/2020,6996,"71,312.44",ANGLIAN WINDOWS LTD                     
Norwich City Council,Service Improvement,321040,Agency Staff,2050,Agency Staff                  ,13/03/2020,7700,563.51,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,GF Capital Expenditure,981000,New Constructn/Convrsn/Renovtn,5100,New Constructn/Convrsn/Renovtn,13/03/2020,8140,"2,109.00",ANGLIAN BUILDING PRODUCTS               
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8354,708.62,REDACTED PERSONAL DATA
Norwich City Council, IT Services,321020,Shared Services LGSS Internal,3060,Shared Services LGSS Internal ,13/03/2020,7646,700,CCS MEDIA LTD                           
Norwich City Council,HRA Repairs,730020,Major & Minor Repairs,2142,Major & Minor Repairs         ,13/03/2020,8292,"1,257.99",DRAPER & NICHOLS LTD                    
Norwich City Council,Corporate Management,510030,Professional Advice/Fees,2850,Professional Advice/Fees      ,13/03/2020,7615,"49,000.00",GRANT THORNTON UK LLP                   
Norwich City Council, IT Services,321020,Shared Services LGSS External,3061,Shared Services LGSS External ,13/03/2020,7832,"14,150.00",CHESS CYBERSECURITY LTD                 
Norwich City Council, IT Services,321020,Shared Services LGSS External,3061,Shared Services LGSS External ,13/03/2020,7825,"6,247.65",MAINTEL EUROPE LTD                      
Norwich City Council, IT Services,321020,Shared Services LGSS External,3061,Shared Services LGSS External ,13/03/2020,7825,"11,789.00",MAINTEL EUROPE LTD                      
Norwich City Council, IT Services,321020,Shared Services LGSS External,3061,Shared Services LGSS External ,13/03/2020,7825,980.39,MAINTEL EUROPE LTD                      
Norwich City Council,Investment Properties,220000,Professional Advice/Fees,2850,Professional Advice/Fees      ,13/03/2020,7579,"4,050.00",NORTH & HAWKINS LTD                     
Norwich City Council, IT Services,321020,Shared Services LGSS External,3061,Shared Services LGSS External ,13/03/2020,7829,"8,924.00",OMFAX SYSTEMS LTD                       
Norwich City Council,HRA Capital Expenditure,983000,Thermal Comfort,5140, Thermal Comfort              ,13/03/2020,7914,"17,174.64",ASPIRATION GROUP HOLDINGS LTD           
Norwich City Council,GF Capital Expenditure,981000,Vehicles/Plant Eqpmt/Machinery,5300,Vehicles/Plant Eqpmt/Machinery,13/03/2020,5766,950,RISUAL LIMITED                          
Norwich City Council,GF Capital Expenditure,981000,Vehicles/Plant Eqpmt/Machinery,5300,Vehicles/Plant Eqpmt/Machinery,13/03/2020,7904,"3,800.00",RISUAL LIMITED                          
Norwich City Council,HRA Repairs,730020,Water Mains Renewal 90/91,2162,Water Mains Renewal 90/91     ,13/03/2020,8214,"1,472.00",LANES GROUP PLC                         
Norwich City Council,Learning & Development,530050,Other Training Expenses,2020,Other Training Expenses       ,13/03/2020,1112,825,SOCIAL FOR THE PEOPLE ACADEMY           
Norwich City Council,Community Centres,170000,Grants - Special Projects,2725,Grants - Special Projects     ,13/03/2020,7618,750,STIR TO ACTION LTD                      
Norwich City Council,Balance Sheet,999999,Traffic Reg. Orders - Recovery,8119,Traffic Reg. Orders - Recovery,13/03/2020,5291,714.48,TMP (UK) LTD                            
Norwich City Council,Head of Neighbourhood Housing,710020,Grants - Hardship,2721,Grants - Hardship             ,13/03/2020,7826,"2,997.80",WEALDEN & EASTBOURNE LIFELINE LTD       
Norwich City Council,On & Off Street Enforcement,644010,DPP Printing Costs,2802,DPP Printing Costs            ,13/03/2020,5663,"1,510.00",INTEGRITY PRINT LTD                     
Norwich City Council,On & Off Street Enforcement,644010,Equipment - Purchase,2658,Equipment - Purchase          ,13/03/2020,5664,"1,402.00",INTEGRITY PRINT LTD                     
Norwich City Council,On & Off Street Enforcement,644010,DPP Printing Costs,2802,DPP Printing Costs            ,13/03/2020,5967,"3,750.00",INTEGRITY PRINT LTD                     
Norwich City Council,Conservation Design&Landscape,620050,Agency Staff,2050,Agency Staff                  ,13/03/2020,7616,"1,596.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8352,534.09,REDACTED PERSONAL DATA
Norwich City Council,GF Capital Expenditure,981000,Vehicles/Plant Eqpmt/Machinery,5300,Vehicles/Plant Eqpmt/Machinery,13/03/2020,7713,745,CDC TECHNICAL SERVICES LIMITED          
Norwich City Council,Conservation Design&Landscape,620050,Agency Staff,2050,Agency Staff                  ,13/03/2020,6759,"1,690.50",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8350,666.92,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8351,733.61,REDACTED PERSONAL DATA
Norwich City Council,Open Spaces,160000,Responsve Rprs CW srvcs exR100,2102,Responsve Rprs CW srvcs exR100,13/03/2020,8246,"1,440.00",AKC STREETWORKS                         
Norwich City Council,District Heating,721040,Fuel Oil,2215,Fuel Oil                      ,13/03/2020,6131,"4,608.46",RIX PETROLEUM LTD                       
Norwich City Council,Investment Properties,220000,General Repairs & Mtce,2103,General Repairs & Mtce        ,13/03/2020,7634,"42,615.20",CARTER JONAS LLP                        
Norwich City Council,Estates Management,721020,Contribution to Fly Tipping,2238,Contribution to Fly Tipping   ,13/03/2020,7568,799.54,NORWICH NORSE (ENVIRONMENTAL) LTD       
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8349,538.15,REDACTED PERSONAL DATA
Norwich City Council,Estates Management,721020,Contribution to Fly Tipping,2238,Contribution to Fly Tipping   ,13/03/2020,4759,"1,910.47",NORWICH NORSE (ENVIRONMENTAL) LTD       
Norwich City Council,Estates Management,721020,Contribution to Fly Tipping,2238,Contribution to Fly Tipping   ,13/03/2020,4759,615.23,NORWICH NORSE (ENVIRONMENTAL) LTD       
Norwich City Council,GF Capital Expenditure,981000,Exp on Grants,5500,Exp on Grants                 ,13/03/2020,8304,"4,940.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,City Hall,290000,Contract Cleaning,2207,Contract Cleaning             ,13/03/2020,1033,794.07,NORWICH NORSE (ENVIRONMENTAL) LTD       
Norwich City Council,Balance Sheet,999999,Suspense Acc - NORSE contract,7248,Suspense Acc - NORSE contract ,13/03/2020,7839,"8,265.83",NORWICH NORSE (BUILDING) LTD            
Norwich City Council,Balance Sheet,999999,Suspense Acc - NORSE contract,7248,Suspense Acc - NORSE contract ,13/03/2020,7841,"8,891.68",NORWICH NORSE (BUILDING) LTD            
Norwich City Council,Balance Sheet,999999,Suspense Acc - NORSE contract,7248,Suspense Acc - NORSE contract ,13/03/2020,7842,"2,181.73",NORWICH NORSE (BUILDING) LTD            
Norwich City Council,Balance Sheet,999999,Suspense Acc - NORSE contract,7248,Suspense Acc - NORSE contract ,13/03/2020,7843,"4,608.00",NORWICH NORSE (BUILDING) LTD            
Norwich City Council,GF Capital Expenditure,981000,Exp on Grants,5500,Exp on Grants                 ,13/03/2020,8310,"8,516.30",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,HRA Capital Expenditure,983000,Whole House Improvements,5120, Whole House Improvements     ,13/03/2020,5649,"24,158.02",NORWICH NORSE (BUILDING) LTD            
Norwich City Council,HRA Capital Expenditure,983000,Whole House Improvements,5120, Whole House Improvements     ,13/03/2020,5649,"1,583.13",NORWICH NORSE (BUILDING) LTD            
Norwich City Council,HRA Capital Expenditure,983000,Disabled Adaptations,5190, Disabled Adaptations         ,13/03/2020,7837,"4,965.00",NORWICH NORSE (BUILDING) LTD            
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8348,520.4,REDACTED PERSONAL DATA
Norwich City Council,Council Tax Admin,515020,Agency Staff,2050,Agency Staff                  ,13/03/2020,8242,"5,135.63",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Allotments,150000,Water Charges Metered,2285,Water Charges Metered         ,13/03/2020,8319,505.94,ANGLIAN WATER BUSINESS                  
Norwich City Council,Multi-Storey Car Parks,643040,Equipment - Purchase,2658,Equipment - Purchase          ,13/03/2020,7824,679.5,HUB PARKING TECHNOLOGY                  
Norwich City Council,Allotments,150000,Water Charges Metered,2285,Water Charges Metered         ,13/03/2020,8326,590.08,ANGLIAN WATER BUSINESS                  
Norwich City Council,GF Capital Expenditure,981000,Exp on Grants,5500,Exp on Grants                 ,13/03/2020,8290,"6,623.86",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,GF Capital Expenditure,981000,Exp on Grants,5500,Exp on Grants                 ,13/03/2020,8290,"6,623.86",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,HRA Repairs,730020,Structural Repairs,2136,Structural Repairs            ,13/03/2020,3584,"2,691.25",A F HOWLAND ASSOCIATES                  
Norwich City Council,GF Capital Expenditure,981000,New Constructn/Convrsn/Renovtn,5100,New Constructn/Convrsn/Renovtn,13/03/2020,7580,"2,155.00",A F HOWLAND ASSOCIATES                  
Norwich City Council,GF Capital Expenditure,981000,New Constructn/Convrsn/Renovtn,5100,New Constructn/Convrsn/Renovtn,13/03/2020,7836,"2,331.50",A F HOWLAND ASSOCIATES                  
Norwich City Council,Learning & Development,530050,Other Training Expenses,2020,Other Training Expenses       ,13/03/2020,4947,600,IMPACT ASSOCIATES LTD                   
Norwich City Council,NPS Joint Venture,640210,Other Contractual Services,2849,Other Contractual Services    ,13/03/2020,8338,"1,300.00",NPS NORWICH LTD                         
Norwich City Council,NPS Joint Venture,640210,Other Contractual Services,2849,Other Contractual Services    ,13/03/2020,8339,"2,620.00",NPS NORWICH LTD                         
Norwich City Council,NPS Joint Venture,640210,Other Contractual Services,2849,Other Contractual Services    ,13/03/2020,8340,730,NPS NORWICH LTD                         
Norwich City Council,Home Ownership Team,710180,Energy Performance Certs,2140,Energy Performance Certs      ,13/03/2020,8341,585,NPS NORWICH LTD                         
Norwich City Council,NPS Joint Venture,640210,Other Contractual Services,2849,Other Contractual Services    ,13/03/2020,8342,814,NPS NORWICH LTD                         
Norwich City Council,NPS Joint Venture,640210,Other Contractual Services,2849,Other Contractual Services    ,13/03/2020,8344,"21,500.00",NPS NORWICH LTD                         
Norwich City Council,HRA Repairs,730020,Landlords Lighting Gen Repairs,2128,Landlords Lighting Gen Repairs,13/03/2020,8139,"13,703.86",ALPHATRACK SYSTEMS LTD                  
Norwich City Council,HRA Repairs,730020,Call Alarm sytems Mtce,2119,Call Alarm sytems Mtce        ,13/03/2020,8139,"2,446.59",ALPHATRACK SYSTEMS LTD                  
Norwich City Council,HRA Repairs,730020,Emergency Lighting Mtce,2108,Emergency Lighting Mtce       ,13/03/2020,8139,"6,836.50",ALPHATRACK SYSTEMS LTD                  
Norwich City Council,HRA Repairs,730020,Fire Alarms Mtce,2118,Fire Alarms Mtce              ,13/03/2020,8139,"1,764.00",ALPHATRACK SYSTEMS LTD                  
Norwich City Council,HRA Repairs,730020,Entry Phone Mtce,2122,Entry Phone Mtce              ,13/03/2020,8139,"6,638.75",ALPHATRACK SYSTEMS LTD                  
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8346,603.09,REDACTED PERSONAL DATA
Norwich City Council,Integrated Waste Management,431080,Cleansing Contracts,2846,Cleansing Contracts           ,13/03/2020,7609,"2,265.13",BIFFA MUNICIPAL LIMITED                 
Norwich City Council,Integrated Waste Management,431080,Cleansing Contracts,2846,Cleansing Contracts           ,13/03/2020,7609,"22,860.70",BIFFA MUNICIPAL LIMITED                 
Norwich City Council,Integrated Waste Management,431080,Cleansing Contracts,2846,Cleansing Contracts           ,13/03/2020,7609,"316,008.66",BIFFA MUNICIPAL LIMITED                 
Norwich City Council,Integrated Waste Management,431080,Cleansing Contracts,2846,Cleansing Contracts           ,13/03/2020,7609,"2,001.32",BIFFA MUNICIPAL LIMITED                 
Norwich City Council,Estates Management,721020,Disinfecting Dustbins,2201,Disinfecting Dustbins         ,13/03/2020,7609,"4,882.25",BIFFA MUNICIPAL LIMITED                 
Norwich City Council,Integrated Waste Management,431080,Cleansing Contracts,2846,Cleansing Contracts           ,13/03/2020,7609,970.76,BIFFA MUNICIPAL LIMITED                 
Norwich City Council,Integrated Waste Management,431080,Cleansing Contracts,2846,Cleansing Contracts           ,13/03/2020,7609,"1,948.02",BIFFA MUNICIPAL LIMITED                 
Norwich City Council,Balance Sheet,999999,Electricity Direct Debit,7241,Electricity Direct Debit      ,16/03/2020,9909,"61,928.95",TOTAL GAS & POWER LTD                   
Norwich City Council,Balance Sheet,999999,Electricity Direct Debit,7241,Electricity Direct Debit      ,16/03/2020,9909,"36,285.60",TOTAL GAS & POWER LTD                   
Norwich City Council,Debt Management Expenses,511010,Fees Guides,2820,Fees Guides                   ,17/03/2020,10035,"27,802.32",HSBC PLC                                
Norwich City Council,Policy & Performance,321050,Grants - Special Projects,2725,Grants - Special Projects     ,18/03/2020,8654,"3,325.00",SHEPHARD & MOYES                        
Norwich City Council,Head of Neighbourhood Housing,710020,Training Initiatives,2021,Training Initiatives          ,18/03/2020,8607,"2,800.00",BUCKLES SOLICITORS LLP                  
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,20/03/2020,8408,715,REDACTED PERSONAL DATA
Norwich City Council,Director of Neighbourhoods,420020,Training Initiatives,2021,Training Initiatives          ,20/03/2020,4194,702.4,EAST OF ENGLAND LOCAL GOVERNMENT ASSOC  
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,20/03/2020,8745,547.63,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,20/03/2020,8744,727.61,REDACTED PERSONAL DATA
Norwich City Council,HRA Capital Expenditure,983000,New Constructn/Convrsn/Renovtn,5100,New Constructn/Convrsn/Renovtn,20/03/2020,8247,512.5,CHAPLIN FARRANT LTD                     
Norwich City Council,Balance Sheet,999999,Rents Overpayment Refunds,7229,Rents Overpayment Refunds     ,20/03/2020,8614,622.61,REDACTED PERSONAL DATA
Norwich City Council,Balance Sheet,999999,Rents Overpayment Refunds,7229,Rents Overpayment Refunds     ,20/03/2020,8645,"1,000.00",REDACTED PERSONAL DATA
Norwich City Council,Policy & Performance,321050,Grants - Special Projects,2725,Grants - Special Projects     ,20/03/2020,8765,830,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Policy & Performance,321050,Grants - Special Projects,2725,Grants - Special Projects     ,20/03/2020,8766,820,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Policy & Performance,321050,Grants - Special Projects,2725,Grants - Special Projects     ,20/03/2020,8767,"1,250.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Policy & Performance,321050,Grants - Special Projects,2725,Grants - Special Projects     ,20/03/2020,8768,"1,600.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Head of City Development,600070,Agency Staff,2050,Agency Staff                  ,20/03/2020,8288,"2,058.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,20/03/2020,8746,533.51,REDACTED PERSONAL DATA
Norwich City Council,HRA Repairs,730020,External Wall Insulation,2164,External Wall Insulation      ,20/03/2020,8605,"35,999.15",1ST CHOICE INSULATIONS LTD              
Norwich City Council,HRA Repairs,730020,External Wall Insulation,2164,External Wall Insulation      ,20/03/2020,8605,"30,806.40",1ST CHOICE INSULATIONS LTD              
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,20/03/2020,8747,577.55,REDACTED PERSONAL DATA
Norwich City Council,Director of Neighbourhoods,420020,Training Initiatives,2021,Training Initiatives          ,20/03/2020,6220,"4,083.65",EAST OF ENGLAND LOCAL GOVERNMENT ASSOC  
Norwich City Council,HRA Repairs,730020,Gas Cent Heating Repairs C Wks,2143,Gas Cent Heating Repairs C Wks,20/03/2020,8678,"2,330.50",MORGAN LAMBERT LTD                      
Norwich City Council,GF Capital Expenditure,981000,New Constructn/Convrsn/Renovtn,5100,New Constructn/Convrsn/Renovtn,20/03/2020,8207,540,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,GF Capital Expenditure,981000,New Constructn/Convrsn/Renovtn,5100,New Constructn/Convrsn/Renovtn,20/03/2020,8207,"1,248.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council, IT Services,321020,Shared Services LGSS External,3061,Shared Services LGSS External ,20/03/2020,7633,"24,000.00",SPACECRAFT CREATIVE LIMITED             
Norwich City Council, IT Services,321020,Shared Services LGSS External,3061,Shared Services LGSS External ,20/03/2020,7633,"3,000.00",SPACECRAFT CREATIVE LIMITED             
Norwich City Council, IT Services,321020,Shared Services LGSS External,3061,Shared Services LGSS External ,20/03/2020,7633,"7,200.00",SPACECRAFT CREATIVE LIMITED             
Norwich City Council, IT Services,321020,Shared Services LGSS External,3061,Shared Services LGSS External ,20/03/2020,7633,"7,200.00",SPACECRAFT CREATIVE LIMITED             
Norwich City Council, IT Services,321020,Shared Services LGSS External,3061,Shared Services LGSS External ,20/03/2020,7633,"4,200.00",SPACECRAFT CREATIVE LIMITED             
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,20/03/2020,8720,544.88,REDACTED PERSONAL DATA
Norwich City Council,HRA Capital Expenditure,983000,Heating & Boilers - Domestic,5131, Heating/Boilers Domestic     ,20/03/2020,8668,"7,314.75",DODD GROUP (MIDLANDS) LIMITED           
Norwich City Council,HRA Capital Expenditure,983000,Heating & Boilers - Communal,5130, Heating/Boilers Communal     ,20/03/2020,8779,"29,387.21",DODD GROUP (MIDLANDS) LIMITED           
Norwich City Council,HRA Capital Expenditure,983000,Heating & Boilers - Domestic,5131, Heating/Boilers Domestic     ,20/03/2020,8681,"145,250.00",P H JONES LTD                           
Norwich City Council,Customer Contact Team,550010,Fees - Translations,2822,Fees - Translations           ,20/03/2020,7903,759.9,TRANSLATE PLUS LIMITED                  
Norwich City Council,Council Tax Admin,515020,DPP Printing Costs,2802,DPP Printing Costs            ,20/03/2020,8409,"2,550.00",CDP (UK) LTD                            
Norwich City Council,Highways Agency,630040,Street Closure Notices Rechge,2834,Street Closure Notices Rechge ,20/03/2020,8303,"2,389.00",HATTON TRAFFIC MANAGEMENT               
Norwich City Council,HRA Capital Expenditure,983000,Structural,5181, Structural                   ,20/03/2020,8407,"4,730.39",ACCLAIM CONTRACTS LIMITED               
Norwich City Council,Investment Properties,220000,Professional Advice/Fees,2850,Professional Advice/Fees      ,20/03/2020,4612,"1,070.00",AGB ENVIRONMENTAL                       
Norwich City Council,Mail Handling Team,550040,Stationery,2711,Stationery                    ,20/03/2020,8628,"2,173.50",MAIL SOLUTIONS UK LTD                   
Norwich City Council,GF Capital Expenditure,981000,New Constructn/Convrsn/Renovtn,5100,New Constructn/Convrsn/Renovtn,20/03/2020,8604,"31,128.40",WIREFIELD LTD                           
Norwich City Council,HRA Capital Expenditure,983000,Heating & Boilers - Communal,5130, Heating/Boilers Communal     ,20/03/2020,4642,"7,081.00",F G FENNELL & CO LTD                    
Norwich City Council,HRA Capital Expenditure,983000,Re-Roofing,5180, Re-Roofing                   ,20/03/2020,8706,"22,453.00",NEWTECH CONSTRUCTION LTD                
Norwich City Council,HRA Capital Expenditure,983000,Re-Roofing,5180, Re-Roofing                   ,20/03/2020,8706,"2,505.00",NEWTECH CONSTRUCTION LTD                
Norwich City Council, IT Services,321020,Shared Services LGSS External,3061,Shared Services LGSS External ,20/03/2020,8232,"5,100.00",RISUAL LIMITED                          
Norwich City Council,Integrated Waste Management,431080,Cleansing Contracts,2846,Cleansing Contracts           ,20/03/2020,8402,"2,265.13",BIFFA MUNICIPAL LIMITED                 
Norwich City Council,Integrated Waste Management,431080,Cleansing Contracts,2846,Cleansing Contracts           ,20/03/2020,8402,"22,860.70",BIFFA MUNICIPAL LIMITED                 
Norwich City Council,Integrated Waste Management,431080,Cleansing Contracts,2846,Cleansing Contracts           ,20/03/2020,8402,"316,008.66",BIFFA MUNICIPAL LIMITED                 
Norwich City Council,Integrated Waste Management,431080,Cleansing Contracts,2846,Cleansing Contracts           ,20/03/2020,8402,"2,001.32",BIFFA MUNICIPAL LIMITED                 
Norwich City Council,Estates Management,721020,Disinfecting Dustbins,2201,Disinfecting Dustbins         ,20/03/2020,8402,"4,882.25",BIFFA MUNICIPAL LIMITED                 
