Payments to suppliers over £500 - January 2020,,,,,,,,,
,,,,,,,,,
Body Name,Service Label,Cost Centre,Expenditure Category,Nominal,NominalDesc,Accounting Date,System Reference,Line Amount SUM,Vendor Name
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3731,733.61,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5157,733.61,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5139,733.61,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5166,733.61,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5170,733.61,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5068,733.61,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3742,733.94,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5113,735.04,REDACTED PERSONAL DATA
Norwich City Council,Highways Agency,630040,Street Closure Notices Rechge,2834,Street Closure Notices Rechge ,31/01/2020,3960,735.71,TMP (UK) LTD                            
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5163,739.27,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5125,739.64,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5120,739.64,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,24/01/2020,4695,742.78,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,24/01/2020,4687,743.02,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5133,745.56,REDACTED PERSONAL DATA
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,17/01/2020,4014,750,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,17/01/2020,4019,750,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,17/01/2020,4022,750,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5109,753.22,REDACTED PERSONAL DATA
Norwich City Council,Culture & Events,314030,Fees Artistes,2811,Fees Artistes                 ,10/01/2020,1091,760,FOOLS PARADISE LTD                      
Norwich City Council,HRA Capital Expenditure,983000,Estate Aesthetics,5161, Estate Aesthetics            ,10/01/2020,3678,763,NORWICH NORSE (BUILDING) LTD            
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3735,764.83,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5168,765.21,REDACTED PERSONAL DATA
Norwich City Council,Balance Sheet,999999,Rents Overpayment Refunds,7229,Rents Overpayment Refunds     ,24/01/2020,4772,766.05,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5126,769.23,REDACTED PERSONAL DATA
Norwich City Council,HRA Repairs,730020,Drainage,2167,Drainage                      ,10/01/2020,2846,772,LANES GROUP PLC                         
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,17/01/2020,4041,775,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,17/01/2020,4043,775,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,24/01/2020,4693,778.19,REDACTED PERSONAL DATA
Norwich City Council,Culture & Events,314030,Events Costs,2613,Events Costs                  ,24/01/2020,1068,778.4,DISCREET SECURITY LIMITED               
Norwich City Council,Learning & Development,530050,Other Training Expenses,2020,Other Training Expenses       ,10/01/2020,2185,787.5,ADVANCED BUSINESS SOLUTIONS & SOFTWARE  
Norwich City Council,Internal Audit,514010,Shared Services LGSS Overheads,3062,Shared Services LGSS Overheads,17/01/2020,3511,788,CAMBRIDGESHIRE COUNTY COUNCIL           
Norwich City Council,Internal Audit,514010,Shared Services LGSS Overheads,3062,Shared Services LGSS Overheads,24/01/2020,4230,788,CAMBRIDGESHIRE COUNTY COUNCIL           
Norwich City Council,Balance Sheet,999999,Rents Overpayment Refunds,7229,Rents Overpayment Refunds     ,29/01/2020,5046,794.14,REDACTED PERSONAL DATA
Norwich City Council,Balance Sheet,999999,Rents Overpayment Refunds,7229,Rents Overpayment Refunds     ,10/01/2020,3693,803.29,REDACTED PERSONAL DATA
Norwich City Council,Street Cleansing,431020,Litter Bins,2130,Litter Bins                   ,31/01/2020,5040,816.6,D LEMMON GROUNDWORKS                    
Norwich City Council,Open Spaces,160000,Sewerage Charge Metered,2286,Sewerage Charge Metered       ,31/01/2020,5344,816.67,ANGLIAN WATER BUSINESS                  
Norwich City Council,Balance Sheet,999999,Rents Overpayment Refunds,7229,Rents Overpayment Refunds     ,29/01/2020,5041,825.88,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5119,828.4,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5103,828.4,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,General Repairs & Mtce,2103,General Repairs & Mtce        ,10/01/2020,3531,850.64,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Highways Ground & Tree Maint,421030,Schedule of Rates/Dayworks,2149,Schedule of Rates/Dayworks    ,10/01/2020,2434,867.97,NORWICH NORSE (ENVIRONMENTAL) LTD       
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,31/01/2020,5258,873.94,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3752,881.93,REDACTED PERSONAL DATA
Norwich City Council,Balance Sheet,999999,Rents Overpayment Refunds,7229,Rents Overpayment Refunds     ,29/01/2020,5243,882.51,REDACTED PERSONAL DATA
Norwich City Council,Culture & Events,314030,Events Costs,2613,Events Costs                  ,24/01/2020,1316,885.13,DISCREET SECURITY LIMITED               
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5123,887.57,REDACTED PERSONAL DATA
Norwich City Council,City Hall,290000,Specified Works,2159,Specified Works               ,31/01/2020,4669,905.2,MILLAR WEST LTD                         
Norwich City Council,Estates Management,721020,T V Aerial Mtce,2807,T V Aerial Mtce               ,31/01/2020,5226,913.8,STANLEY SECURITY SOLUTIONS              
Norwich City Council,City Hall,290000,Specified Works,2159,Specified Works               ,31/01/2020,4669,921.3,MILLAR WEST LTD                         
Norwich City Council,Civic Expenses,315010,Other Contractual Services,2849,Other Contractual Services    ,31/01/2020,3956,937.38,NPSS SECURITY SERVICES                  
Norwich City Council,Open Spaces,160000,Water Charges Metered,2285,Water Charges Metered         ,31/01/2020,5336,938.69,ANGLIAN WATER BUSINESS                  
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,10/01/2020,3668,955.48,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Integrated Waste Management,431080,Cleansing Contracts,2846,Cleansing Contracts           ,10/01/2020,2789,970.76,BIFFA MUNICIPAL LIMITED                 
Norwich City Council,Integrated Waste Management,431080,Cleansing Contracts,2846,Cleansing Contracts           ,24/01/2020,4643,970.76,BIFFA MUNICIPAL LIMITED                 
Norwich City Council,HRA Repairs,730020,Stairlift repair/servicing,2109,Stairlift repair/servicing    ,24/01/2020,4165,974.8,NORWICH NORSE (BUILDING) LTD            
Norwich City Council,HRA Repairs,730020,Gas Cent Heating Repairs C Wks,2143,Gas Cent Heating Repairs C Wks,24/01/2020,4158,987.5,MORGAN LAMBERT LTD                      
Norwich City Council,Open Spaces,160000,Water Charges Metered,2285,Water Charges Metered         ,31/01/2020,5333,991.74,ANGLIAN WATER BUSINESS                  
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,17/01/2020,4033,992,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council, IT Services,321020,IT Services - Contract Charge,2843,IT Services - Contract Charge ,10/01/2020,2184,994,ADVANCED BUSINESS SOLUTIONS & SOFTWARE  
Norwich City Council, IT Services,321020,IT Services - Contract Charge,2843,IT Services - Contract Charge ,10/01/2020,1451,995,ADVANCED BUSINESS SOLUTIONS & SOFTWARE  
Norwich City Council,GF Capital Expenditure,981000,Intangible Fixed Assets,5400,Intangible Fixed Assets       ,10/01/2020,2183,995,ADVANCED BUSINESS SOLUTIONS & SOFTWARE  
Norwich City Council,GF Capital Expenditure,981000,Intangible Fixed Assets,5400,Intangible Fixed Assets       ,31/01/2020,3805,995,ADVANCED BUSINESS SOLUTIONS & SOFTWARE  
Norwich City Council,GF Capital Expenditure,981000,Intangible Fixed Assets,5400,Intangible Fixed Assets       ,10/01/2020,908,995.03,ADVANCED BUSINESS SOLUTIONS & SOFTWARE  
Norwich City Council, IT Services,321020,IT Services - Contract Charge,2843,IT Services - Contract Charge ,31/01/2020,3804,995.03,ADVANCED BUSINESS SOLUTIONS & SOFTWARE  
Norwich City Council,Private Sector Leasing Scheme,410040,General Repairs & Mtce,2103,General Repairs & Mtce        ,10/01/2020,3532,998.4,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,City Growth & Development,620080,Other Contractual Services,2849,Other Contractual Services    ,10/01/2020,3540,"1,000.00",CHAPLIN FARRANT LTD                     
Norwich City Council,Estates Management,721020,T V Aerial Mtce,2807,T V Aerial Mtce               ,24/01/2020,4272,"1,027.05",STANLEY SECURITY SOLUTIONS              
Norwich City Council,Multi-Storey Car Parks,643040,Programmed Maint(ES/Prop Grp),2170,Programmed Maint(ES/Prop Grp) ,24/01/2020,4249,"1,037.04",OTIS LTD                                
Norwich City Council,Investment Properties,220000,General Repairs & Mtce,2103,General Repairs & Mtce        ,10/01/2020,450,"1,042.87",NORWICH NORSE (ENVIRONMENTAL) LTD       
Norwich City Council,Council Elections,520030,Postages General,2614,Postages General              ,17/01/2020,4087,"1,069.27",ROYAL MAIL GROUP PLC                    
Norwich City Council,Open Spaces,160000,Sewerage Charge Metered,2286,Sewerage Charge Metered       ,31/01/2020,5336,"1,079.26",ANGLIAN WATER BUSINESS                  
Norwich City Council,Neighbourhood Services,710120,Agency Staff,2050,Agency Staff                  ,31/01/2020,2514,"1,091.86",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Private Sector Leasing Scheme,410040,Empty Rating,2266,Empty Rating                  ,24/01/2020,4638,"1,124.58",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Balance Sheet,999999,Suspense Acc - NORSE contract,7248,Suspense Acc - NORSE contract ,24/01/2020,4624,"1,125.00",INTEGRATED WATER SERVICES LTD           
Norwich City Council,Mail Handling Team,550040,Taxi Contract,2425,Taxi Contract                 ,31/01/2020,1051,"1,137.70",1ST GOLDSTAR TAXIS                      
Norwich City Council,Open Spaces,160000,Sewerage Charge Metered,2286,Sewerage Charge Metered       ,31/01/2020,5333,"1,139.71",ANGLIAN WATER BUSINESS                  
Norwich City Council,Multi-Storey Car Parks,643040,Subscriptions,2723,Subscriptions                 ,31/01/2020,5279,"1,149.00",BRITISH PARKING ASSOCIATION             
Norwich City Council,Sport & Leisure Development,312020,Projects,2832,Projects                      ,31/01/2020,5316,"1,150.00",LEISURE NET                             
Norwich City Council,HRA Repairs,730020,Drainage,2167,Drainage                      ,31/01/2020,4616,"1,152.00",LANES GROUP PLC                         
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,31/01/2020,4991,"1,153.56",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,City Hall,290000,Pool Car Direct Costs,2426,Pool Car Direct Costs         ,10/01/2020,3659,"1,155.00",ATTENTION 2 DETAIL                      
Norwich City Council,Neighbourhood Services,710120,Agency Staff,2050,Agency Staff                  ,31/01/2020,4402,"1,155.39",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,17/01/2020,3982,"1,165.76",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Syrian Refugee Programme,410045,Empty Rating,2266,Empty Rating                  ,24/01/2020,4638,"1,198.19",NORWICH CITY COUNCIL-1                  
Norwich City Council,Balance Sheet,999999,Rents Overpayment Refunds,7229,Rents Overpayment Refunds     ,08/01/2020,3704,"1,200.00",REDACTED PERSONAL DATA
Norwich City Council,GF Capital Expenditure,981000,Intangible Fixed Assets,5400,Intangible Fixed Assets       ,10/01/2020,3212,"1,200.00",ADVANCED BUSINESS SOLUTIONS & SOFTWARE  
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,17/01/2020,4035,"1,200.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Culture & Events,314030,Fees Artistes,2811,Fees Artistes                 ,24/01/2020,4203,"1,200.00",AREA 51                                 
Norwich City Council,Allotments,150000,Other Rents,1146,Other Rents                   ,15/01/2020,4385,"1,204.80",REDACTED PERSONAL DATA
Norwich City Council,Council Elections,520030,Stationery,2711,Stationery                    ,24/01/2020,2059,"1,210.00",SHAW & SONS LTD                         
Norwich City Council,Council Elections,520030,Stationery,2711,Stationery                    ,31/01/2020,1969,"1,216.80",SHAW & SONS LTD                         
Norwich City Council,Private Sector Housing,410010,Enforcement Fees,1103,Enforcement Fees              ,31/01/2020,4405,"1,220.77",REED EMPLOYMENT PLC                     
Norwich City Council,Council Elections,520030,Stationery,2711,Stationery                    ,17/01/2020,1909,"1,222.33",TEAKCROFT LTD                           
Norwich City Council,Head of City Development,600070,Agency Staff,2050,Agency Staff                  ,10/01/2020,3626,"1,234.80",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,17/01/2020,4028,"1,240.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,31/01/2020,4401,"1,248.48",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Balance Sheet,999999,Rents Overpayment Refunds,7229,Rents Overpayment Refunds     ,08/01/2020,3692,"1,249.10",REDACTED PERSONAL DATA
Norwich City Council,Innovation & Improvement Team,710150,Professional Advice/Fees,2850,Professional Advice/Fees      ,24/01/2020,4352,"1,250.00",VIEWPOINT RESEARCH CIC                  
Norwich City Council,HRA Capital Expenditure,983000,New Constructn/Convrsn/Renovtn,5100,New Constructn/Convrsn/Renovtn,31/01/2020,3944,"1,260.82",NPS PROPERTY CONSULTANTS LIMITED        
Norwich City Council,HRA Repairs,730020,Property Services Support,4011,Property Services Support     ,31/01/2020,5213,"1,290.00",R G LEVERETT LTD ROOFING & ROOFLINE     
Norwich City Council,General HRA Premises,740010,Tenants Contents Ins Premiun,2257,Tenants Contents Ins Premiun  ,31/01/2020,2339,"1,306.86",AON UK LTD                              
Norwich City Council,HRA Capital Expenditure,983000,Estate Aesthetics,5161, Estate Aesthetics            ,10/01/2020,3679,"1,352.82",NORWICH NORSE (BUILDING) LTD            
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,17/01/2020,4015,"1,375.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,HRA Repairs,730020,Major & Minor Repairs,2142,Major & Minor Repairs         ,31/01/2020,4236,"1,380.00",R G LEVERETT LTD ROOFING & ROOFLINE     
Norwich City Council,Tourist Information,313010,National Express Tickets,1128,National Express Tickets      ,10/01/2020,3774,"1,384.60",NATIONAL EXPRESS LTD                    
Norwich City Council,Balance Sheet,999999,Highways Agency - 2016/17,8204,Highways Agency - 2016/17     ,24/01/2020,3639,"1,390.68",NORWICH NORSE (ENVIRONMENTAL) LTD       
Norwich City Council,Culture & Events,314030,Events Costs,2613,Events Costs                  ,24/01/2020,1087,"1,427.00",DISCREET SECURITY LIMITED               
Norwich City Council,Development Management,620060,Agency Staff,2050,Agency Staff                  ,24/01/2020,1335,"1,428.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Markets,100000,Agency Staff,2050,Agency Staff                  ,31/01/2020,4404,"1,438.79",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Open Spaces,160000,Water Charges Metered,2285,Water Charges Metered         ,31/01/2020,5337,"1,439.12",ANGLIAN WATER BUSINESS                  
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4440,"1,439.64",REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4446,"1,439.64",REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4448,"1,442.56",REDACTED PERSONAL DATA
Norwich City Council,Mail Handling Team,550040,Agency Staff,2050,Agency Staff                  ,31/01/2020,2520,"1,445.60",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Mail Handling Team,550040,Postages General,2614,Postages General              ,17/01/2020,3971,"1,448.45",ROYAL MAIL GROUP PLC                    
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4434,"1,456.97",REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4437,"1,456.97",REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4443,"1,456.97",REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4464,"1,456.97",REDACTED PERSONAL DATA
Norwich City Council,GF Capital Expenditure,981000,New Constructn/Convrsn/Renovtn,5100,New Constructn/Convrsn/Renovtn,24/01/2020,4111,"1,471.25",CREATE CONSULTING ENGINEERS LIMITED     
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4449,"1,476.64",REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4435,"1,480.51",REDACTED PERSONAL DATA
Norwich City Council,Open Spaces,160000,Water Charges Metered,2285,Water Charges Metered         ,31/01/2020,5339,"1,481.50",ANGLIAN WATER BUSINESS                  
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4456,"1,482.36",REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4442,"1,496.31",REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4455,"1,496.31",REDACTED PERSONAL DATA
Norwich City Council,GF Capital Expenditure,981000,Exp on Grants,5500,Exp on Grants                 ,24/01/2020,4154,"1,504.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4463,"1,520.66",REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4459,"1,523.18",REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4462,"1,523.18",REDACTED PERSONAL DATA
Norwich City Council,HRA Capital Expenditure,983000,New Constructn/Convrsn/Renovtn,5100,New Constructn/Convrsn/Renovtn,24/01/2020,4055,"1,537.50",CHAPLIN FARRANT LTD                     
Norwich City Council,Balance Sheet,999999,Suspense Acc - NORSE contract,7248,Suspense Acc - NORSE contract ,24/01/2020,4295,"1,539.38",NORWICH NORSE (BUILDING) LTD            
Norwich City Council,HRA Repairs,730020,Major & Minor Repairs,2142,Major & Minor Repairs         ,10/01/2020,2959,"1,540.00",ASPECT GROUP SERVICES LTD               
Norwich City Council,Development Management,620060,Agency Staff,2050,Agency Staff                  ,10/01/2020,3555,"1,554.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Development Management,620060,Agency Staff,2050,Agency Staff                  ,24/01/2020,3618,"1,554.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4431,"1,556.34",REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4432,"1,556.34",REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4433,"1,556.34",REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4436,"1,556.34",REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4438,"1,556.34",REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4452,"1,556.34",REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4453,"1,556.34",REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4457,"1,556.34",REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4461,"1,556.34",REDACTED PERSONAL DATA
Norwich City Council,City Hall,290000,Pool Car Direct Costs,2426,Pool Car Direct Costs         ,17/01/2020,2485,"1,558.07",AUTOMOTIVE LEASING LTD                  
Norwich City Council,City Hall,290000,Pool Car Direct Costs,2426,Pool Car Direct Costs         ,24/01/2020,4334,"1,558.07",AUTOMOTIVE LEASING LTD                  
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4460,"1,564.05",REDACTED PERSONAL DATA
Norwich City Council,Customer Contact Team,550010,Agency Staff,2050,Agency Staff                  ,31/01/2020,5295,"1,567.69",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4439,"1,575.12",REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4441,"1,575.12",REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4444,"1,575.12",REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4447,"1,575.12",REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4450,"1,575.12",REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4451,"1,575.12",REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4454,"1,575.12",REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,17/01/2020,4458,"1,575.12",REDACTED PERSONAL DATA
Norwich City Council,Neighbourhood Services,710120,Compensation to Tenants,2687,Compensation to Tenants       ,08/01/2020,3719,"1,580.69",REDACTED PERSONAL DATA
Norwich City Council,City Hall,290000,Pool Car Direct Costs,2426,Pool Car Direct Costs         ,17/01/2020,2485,"1,581.28",AUTOMOTIVE LEASING LTD                  
Norwich City Council,City Hall,290000,Pool Car Direct Costs,2426,Pool Car Direct Costs         ,24/01/2020,4332,"1,581.28",AUTOMOTIVE LEASING LTD                  
Norwich City Council,City Hall,290000,Loose Furniture & Fittings,2650,Loose Furniture & Fittings    ,10/01/2020,767,"1,640.00",SNELLING BUSINESS SYSTEMS LTD           
Norwich City Council,Head of City Development,600070,Agency Staff,2050,Agency Staff                  ,31/01/2020,4565,"1,646.40",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Balance Sheet,999999,Rents Overpayment Refunds,7229,Rents Overpayment Refunds     ,29/01/2020,5253,"1,650.00",REDACTED PERSONAL DATA
Norwich City Council,Open Spaces,160000,Sewerage Charge Metered,2286,Sewerage Charge Metered       ,31/01/2020,5337,"1,650.48",ANGLIAN WATER BUSINESS                  
Norwich City Council,City Hall,290000,Pool Car Direct Costs,2426,Pool Car Direct Costs         ,24/01/2020,4332,"1,664.62",AUTOMOTIVE LEASING LTD                  
Norwich City Council,City Hall,290000,Pool Car Direct Costs,2426,Pool Car Direct Costs         ,24/01/2020,4334,"1,664.62",AUTOMOTIVE LEASING LTD                  
Norwich City Council,Balance Sheet,999999,Highways Agency - 2018/19,8206,Highways Agency - 2018/19     ,24/01/2020,1894,"1,690.00",ACRE JOINERY                            
Norwich City Council,Private Sector Housing,410010,Enforcement Fees,1103,Enforcement Fees              ,31/01/2020,2512,"1,700.75",REED EMPLOYMENT PLC                     
Norwich City Council,Mail Handling Team,550040,Agency Staff,2050,Agency Staff                  ,31/01/2020,4399,"1,751.40",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Customer Contact Team,550010,Agency Staff,2050,Agency Staff                  ,31/01/2020,4395,"1,753.70",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Syrian Refugee Programme,410045,Empty Rating,2266,Empty Rating                  ,24/01/2020,4638,"1,789.30",NORWICH CITY COUNCIL-1                  
Norwich City Council,Open Spaces,160000,Schedule of Rates/Dayworks,2149,Schedule of Rates/Dayworks    ,17/01/2020,1032,"1,795.36",NORWICH NORSE (ENVIRONMENTAL) LTD       
Norwich City Council,Rents - Other land & buildings,740090,Wayleaves Untaxed,1145,Wayleaves Untaxed             ,31/01/2020,5261,"1,809.00",REDACTED PERSONAL DATA
Norwich City Council,Fit for the Future,321070,Agency Staff,2050,Agency Staff                  ,10/01/2020,3586,"1,815.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Fit for the Future,321070,Agency Staff,2050,Agency Staff                  ,10/01/2020,3587,"1,815.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Fit for the Future,321070,Agency Staff,2050,Agency Staff                  ,17/01/2020,3794,"1,815.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Fit for the Future,321070,Agency Staff,2050,Agency Staff                  ,31/01/2020,5277,"1,815.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Street Cleansing,431020,Other Contractual Services,2849,Other Contractual Services    ,31/01/2020,4564,"1,830.24",MELBA PRODUCTS LTD T/A MELBA SWINTEX    
Norwich City Council,Council Elections,520030,Postages General,2614,Postages General              ,17/01/2020,4086,"1,846.94",ROYAL MAIL GROUP PLC                    
